label,tweet
sedih,kalau disaatsaat kaya gini rasanya saya kepingin sekali  tinggal di kampung ya allah  di daerah saya sudah tidak ada adat istiadat sundanya huhu monangis
sedih,main ludo lawan komputer saja  masih sempet kalah gilani  izam tidak apa apa yang penting pernah menang  biar tidak jadi loser terus url
cinta,oppa nihhh saya ada flower bucket buat qm maafin saya sudah bikin kamu marah  karena  tidak ngabarin tadi akuu sayang kamuuu
cinta,username cowok  romantis itu mah pokoknya cowok  idaman menurut saya  dan berarti dia secara tidak langsung sayang sekali  sama saya dengan segala perhatiannya 
takut,dulu pernah depresi karena sering dihina oleh orang terdekat suka dibully broken home dan minder serta punya hasrat sexual yang kelewatan tapi tidak bisa nyalurin karena takut dosa kayaknya saja  biasa saja  tapi serius tidak ada arah hidup url
sedih,saat ini kami segenap pegawai di lingkungan kementerian perhubungan sedang berduka atas musibah yang menimpa rumah kami proses pemadaman api sudah berhasil dilakukan walaupun ada rekan kami menjadi korban
cinta,kalau  pasangan lagi sakit rewel atau bad moodkasi dia perhatian  kasih sayang yang lebih meskipun memang kalau  di kondisi seperti itu dia cenderung menyebalkan   bikin mumetdimaklumin saja  karena justru di kondisi kaya begitu  dia butuh sekali  cinta perhatian  kesabaran kamu
takut,pertama kali nya komen di ig yang  orang lagi pada debatgils sok iye sangat  sih guee ngeri di nyinyirin balik sama orang saja  nih woy pegangan saya cuma cmiiw saja  sudah sama allah juga deng
takut,askmf kalau  lagi presentasi kalian yang maaf nih yang kurang suka sama bicara depan umum suka awkward begitu  tidak sih dan takut salah omong 
takut,username username username ya kalau ada bukti kuat percobaan untuk  makar atau menggulingkan pemerintahan yang  sah maka siapapun bisa di proses hukum
cinta,sayang hanya kamu yang  bisa buat mas bernafas karena kamu adalah oksigen mas sayang  
sedih,username saya diam  karena tahan  bicara  yang  nanti takute melebar sampek mana  mana dia mencoba tanya kenapa diam  saya tetap  diam  eh malah dia ikut diam  dan merem 
cinta,romantis buat aing itu ketika melakukan apa yang harus dilakukan untuk sebuah hubungan dan ada saat pasangan benerbener membutuhkan
sedih,jadi hmmm kalau  ada dua orang samasama sudah siap untuk menjalin hubungan yang  serius masingmasing dikecewakan oleh pasangannya terus  mereka memutuskan untuk mencoba bersama tapi masingmasing masih belum bisa melupakan pasangannya itu itu gimanayaa
senang,terimakasih tuhan kamu segala berkah yang  engkau limpahkan dalam  hidupku cinta yang  nyata dari  mu senantiasa menyertaiku setiap langkahku hari ini sungguh saya bahagia karena  tuhan pertemukan saya dengan  orang yang  baik url
senang,username sudah pakai perasaan sekali kita berbicara  nya  hanya  benar  caesar sama  connor yang  oke didi sama  darren its not bad lah  untung suka  sama  yang pda nyanyi
cinta,saya telah jatuh sakit dengan penyakit yang membuatku jatuh cinta pada dirimu saya berharap ini menular sehingga kamu juga akan jatuh cinta padaku saya cinta kamu d
takut, lah iya mphi serius kakak takut liat taehyung jadi psikopat kakak d siksa d suntik obat biar tidak kabur karena  di sana dia suka kakak  tapi kakak sudah punya pacar
cinta,lagi  bicara  sama kiya   dek doain mama  ya dek supaya bisa blablabla dek kiya bantu doa ya  manggutmanggut senyum tulus sangat  mukanya meski tidak ngerti apa yang  dimaksud tapi tiap bilang doain ya dek dia pasti senyum sambil  peluk
marah,awal nonton cuma  orang tenang sangat   menit film berjalan dan begitu masuk segerombolan alayers lansung bising nya tidak ketolong
sedih,sedap juga berwisata ketinggian di jakarta bisa lihat dengan  jelas betapa berpolusinya kota ini  jakarta indonesia url
sedih, dibuat bundling dan semuanya ditawarkan saat weekdays momentum di mana hargaharga hotel di singapura bertarif sangat tinggi viwihotdealsformiddleeast
sedih,c jalan tol ia sungguh sedih mengingat kejadiankejadian di kehidupannya tak kuat menahan sedih dirinya mencoba mengakhiri hidupnya sambil menatap bayi aurora yang tengah terlelap dan tersenyum tak kuasa melihat malaikat kecilnya yang begitu cantik mengurungkan niatnya c
marah,setelah dilihat lihat akhir ini profil saya hanya diisi dengan  jokes twitter yang  saya ritwit dan keluhan insomnia yang  tidak kunjung ada habisnya wth is wrong with me
marah,ya saya tahu sih bukan grup kita yang  digituin tapi sesama cewek terus dibilang bahan begitu  masih bisa terima dia jelas public figure dan bicara  dengan enaknya di video bahan ci saya ketik  saja  tidak nyaman wah saya lisa digituin saja  saya semarah ini gimana bangtan 
takut,masih degdegan gemeter hati tidak tenang ngantuk sudah ilang selera makan juga ilang gimana besok ya allah  takutt sekali  kalau  saya sampek tidak bisa lanjut saya harus ngapain 
cinta,menyayangi mu membuat ku mengenal bahasa baru menyayangi mu membuatku mampu merangkai kata kata baru ya memang tak seindah puisi puisi pak sapardi tapi cukup untuk memberi mu makna rasa sayang melahirkan sedikit demi sedikit kalimat yang tersusun rapi di sebuah kertas
cinta,saya cinta ka dije hahahahahahahahaha goodnayt dari mimimingg yang  baru saja menyelesaikan mengapprove  row usulan daerah
marah,ya kalau hanya cukup dengan minta maaf untuk apa ada polisi dan jaksa dan kalau dibiarkan tidak akn ada efek jera dan pelajaran untuk lainnya
cinta,cinta yang sesaat akan berkata saya mencintaimu karena saya membutuhkanmu tetapi makna sejatinya akan berkata saya membutuhkanmu karena saya mencintaimu
marah,jadi ada kenalan nih saya entah langsung  nyambung saja  begitu  di sisi lain ada yang  sok deket sama  saya sok sudah deket padahal  kenal ae kaga tapi kalau saya nya tidak welcone jadi kek ilfil saja  begitu  ngeladenin nya
takut,ketika idung nyium bau bau tidak enak lalu teman  yang  rumahnya lumayan jauh ngechat di saya kalian nyium bau gas tidak  njirrr iya ini bau gas  ini bukan gas beracun kan huh  ko jadi parno sih
marah,saya pernah ikut kuliah umumnya cara penyampaian dia informatif dan edukatif sih tapi kalau  liat yang lagi ramai  itu hmm ingin berkomentar kenapa sih tidak fokes sama profesi andaaa ajaaaaah
takut,saya sama mirip  kamu btw trauma sama lakilaki karena  ayah semenjak lulus sekolah saya puber suka cowok  lah cowok  deketin saya lah segala macem saya kira trauma ku sembuh tapi berkalikali saya dikecewain lakilaki
takut,makin seram  ya dunia ini tidak seindah yang  saya bayangkan waktu kecil terlalu banyak orang jahat atau mungkin saya yang  terlalu naif menganggap semua orang itu baik
takut,rlt guys saya mau tanya  saya bingung saya ketrima upn vj sama un air saya suka jurusan yang  di kamu pn tapi saya anak daerah agak takut di jakarta  dan yang  un air sudah  dibayar mohon sarannya
senang,besok padahal uas statmat tapi berdoanya bukan buat uas xixixi karena saya bersyukur negeri ini damai sehingga saya diberi kesempatan terus mencari ilmu di jenjang yang  sekarang coba kalau  indonesia kek suriah tidak mungkin seleha leha ini
senang,bismillah salam plur slankersi indonesia kita bakal ketemu di moment yang sangat dinanti  nanti oleh kita semua   jambore nasional slankers indonesia bersama slank  
marah,heiihey kamu para kaum adam hari  gini masih  mau saja  trnsfer dpsedihh kan kalau di block setelah  tfmk ny yang  real saja  kalau mau ktmuan sma kaum hawahihiiihii
cinta,habis diam  cemberut rewel lihat tante jalan dari luar mau masuk rumah sudah senyum mulai ceria nempel terus di tinggal bentar nyariin nte putput tante pulang diam  lagi nangis cari  nte putput kangen sangat  ya dek
marah,setiap peristiwa saya sikapi masing masing tidak saya buat paket soalnya  ya parpol parpol yang  kadernya korup ada bukan cuma korup tapi kejahatan lainnya pertanyaannya apakah setiap kejahatan itu selalu dihubungkan dengan  ketumnya kalau  iya cek lagi kejahatan yang  dilakukan kader parpol
senang,pwbanget memang  beda   viral curhatan personal assistant konglomerat indonesia yang  diposting di acoount twitter nya asli baru kebuka deh pikiran kita tentang orang tajir yang  ternyata tidak sombong loh url
sedih,saya  tahu sekarang harus apa tidak cuma raga yang bakal saya  bawa pergi nanti tapi juga jiwa saya  tidak tahu bakal ketemu mereka lagi kalian lagi kamu  lagi atau tidak  akan pernah lagi
sedih,njir dada sebelah kiri sakit 
takut,username paling parah sih tidak bisa sama sekali  liat yang  bolong totol bintik polkadot semacam itu lah bisa nangis sampai pusing karena terngiang terus di kepala dan geli saja  takut pokoknya tidak mau liat
cinta,happy mensive my cinta makasih sudah menemani  selama tiga bulan ini tidak kerasa sudah panjang saja  perjalanannya selama ini saya merasa  belum kasih  apa apa buat kamu maaf saya tidak bisa romantis kerjaan saya cuma jailin kamu tapi kamu harus percaya tiap detik saya selalu sayang kamu
takut,sayang janganlah kamu waton seram 
sedih,username ngumumin tunangan di hari ke tujuh bulan ke tujuh karena menurutnya itu angka keberuntungan beeeh saya patah hati nya dobeeel ku yang  ingin sangat  tuh tanggal segitu wkwkw kalau nikahnya ma username agak  tidak apa apa sih tapi kenapa  ma die sih hihi
takut,sangat tidak mudah mjd keluarga korban pencabulan beberapa keluarga yang  memilih menutup buku kasus karena takut aib akan tersebar lebih pilih  kayak  begitu  trauma anak jadi nomor 
cinta,rasanya tidak pernah bosan  dengar  suara rosa setiap dengar  dia nyanyi berasa makin sayang sama dia ingin yang terbaik buat dia yaampun tidak pernah sesayang ini sama idola kaya sekarang ke dia cinta her so much
cinta,intinyanya selamat tanggal  untuk yang  ke  kali tidak pernah harapin yang  aneh aneh saya cuma mau terus sama kamu sayangnya kamu ke saya tidak pernah berubah begitu juga sayangnya saya ke kamu berharap malah bisa lebih lebih sayang lagi ke kamu seiring berjalannya waktu
cinta,somi terima oppa apa adanya kok tenang saja   mau alay nge drama jungkir balik juga kalau  sudah sayang mau gimana  
cinta,punya impian tulis saja dan pandangi setiap saat sambil didoakan agar segera terwujud termasuk mimpi ingin segera ke baitullah yakinkan diri bahwa suatu saat akan sampai tanah suci
cinta,timang timang anakku sayang buah hatiku sepajang jalan siang malan ku selalu berdoa semoga kelak kamu bahagia selalu harianaknasional url
cinta,sejujurnya masih sayang saya tak pernah buang kamu jauh dari hidup saya nama kamu tak pernah terpadam dalam hati saya
sedih,melihat susunan kepanitiaan inagurasi ospek jurusan dan porangkar ini membuat saya sakit kepala dimana letak ketenangan tahun ketiga yaallah dimana
takut,dan dia ngebuntutin saya dong bangke sangat  tidak sih saya yang  biasa lewat jalan a harus  muter ke jalan b yang  lebih jauh pas saya sudah tidak liat dia dibelakang saya gara saya ngebut tbtb di lampu merah ketemu lagi langsung  tancap gas lah gila takut sangat  sangat  sangat 
senang,mau kirim salam buat username yang makin hari makin nyantol di hati salam juga buat om andre taulani yang  mau jadi member kenya bts  username inisahurtiketcomharike
senang,username username lagu ya banyak sih tapi saya benar  benar  suka sama awake karena lagu itu buat saya semangat ngejar mimpiku buat dapat  sertifikat bahasa jepang
takut,username kalau  saya yang  lebih  ngeri itu dompet ilangkalo yang  lain mah pling ngerinya cuma  sesaatnah kalau dompet ilang bisa galau berkepanjangankrna didlm dompet bukan  cuma  ada duittp ktp sim atm kalau ilang kan gawat bang semen
cinta,saya  baru sadar hampir di setiap panti punya kucing liar yang  selalu di rawat atau di ajak main sama anak panti dan saya  juga baru sadar ternyata itu bentuk ungkapan kasih sayang anak panti terhadap sesama
takut,jangan lupa jaga kesehatan jangan keseringan begadang makan sayur kalau  sudah selesai kuliahsekolah langsunh pulang jangan suka keluyuran ibu khawatir
marah,indonesia pilih  artis tidak difilter dulu  apaya kok bisa ada orang kek yonglek gini banyak followersnya apa bagusnya sih bagaimana  mau maju coba indonesia ya allah
senang,empat negara tersisa di perhelatan turnamen akbar memiliki taktik kunci masingmasing jamak yang berharap ada juara baru di fifa world cup  terutama belgia yang dianggap sebagai tim percontohan bonus demografi dan saya hanya ingin ucapkan selamat pada pep itu saja
senang,pembangunan infrastruktur membuat rakyat merasakan hadirnya negara dalam kehidupan tak lain karena kerja nyata pak username selama  tahun memerintah kedepan tetapjokowi tetapjokowi tetapjokowi tetapjokowi tetapjokowi tetapjokowi url
marah,username username  kamu sensara dasar kampret busuk kamu  bisa main medsos masih bicara rakyat sengsara rakyat moyangmu yang  sengsara
senang,senang  deh baca tweet nya mantan pa konglomerat dan si pramugari yang  lagi  viral itu jadi ingin  ngetweet mengenai pengalaman kerja saya jadi kacung kampret bertahun yang  walaupun naik pangkat cuma ubah level doanng dari  cungpret lv  jadi lv 
sedih,generasi jara pacoa   terik pagi tadi mengantarkan saya ke sebuah pantai yang sudah termasyhur namanya di bima yaitu pantai kalaki pantai yang tidak seindah pada masanya sekarang di url
cinta,tooosssssssss bangetttt huhu saya kenal suara dia pertama kali pas ostnya man from the star dan itu sumpah saya langsung  jatuh cinta
takut,username username masi bingung guetakut nanti tidak dapat  tiket kalau  pakai  jastip takutt tambahannya gede terus  takut kena tipu juga
cinta,makin lama kenal a makin suka dengan lelaki ini makin lama makin sayang sampailah last sekali si a ini bercinta dengan lelaki itu lelaki itu pun baik according to a seorang lelaki yang penyayang soft spoken memang taste a lah
cinta,ketika kamu menjadi gadis dewasa dan kamu harus pergi kuliah di kota lain papa harus melepasmu di bandara tahukah kamu bahwa badan papa terasa kaku untuk memelukmu papa hanya tersenyun sambil memberi nasihat ini itu dan menyuruhmu untuk berhatihati
sedih,terkadang ingat  dulu minat diri ini tuh ingin  jadi pegawai bpom sampai sudah ambil  umb di unj jurusan kimia murni tapi apa daya masuk nya malah si di gunadarma boro jadi it staff kerja nya jauh abis hahahaha dan sekarang  minat kerja di lab muncul lagi tapi sudah telat siiiiss
sedih,jika hari ini hatimu tercabik dengan  perbuatan oranglain maka bisa jadi itu cara allah meninggikanmu setelah dirimu melepas semua sombong dan akui khilafmu tak perlu memaafkan mereka  tapi maafkan dulu diri sendiri
senang,puncak spiritual seseorang adalah ketika orang tersebut diberi perasaan malu dihadapan allah swt orang yang beruntung adalah orang yang tahu ukurannya sendiri  balikpapan url
marah,hallo username sampai hari ini indohome masih  belum bisa dipakai apakah masih serius bisnis telekomunikasi atau memang asalan yang penting uang masuk ini sudah  minggu tidak nyala sama sekali maunya gimana
cinta,setiap perempuan cantik dengan caranya sendiri tidak perlu dipuji apalagi merasa tersaingi mulailah dengan mencintai diri sendiri
cinta,hoohh white prince yang  meneduhkan hatii duh datang  bawa bunga saja  sudah leleh apalagi kalau  datang  bawa sekoper uang sekotak emas kann
marah,username min kalau tidak ada perawatan transjakarta ini bisa seperti metro mini saya tiap hari naik basway ini  mobil nya bermasalah
cinta,username ridiella cantik sekali  gemeees makasih sayang
senang,mas metal program dari username dan username membuat anak muda zaman now menjadi anak muda yang kreatif dan terbuka username
cinta,saya bisa jadi berbeda kepercayaan dengan athaya tapi saya masih mencintainya saya dan kartika bisa saja samasama bertajuk hawa tapi yang saya cinta bukan kelaminnya saya cinta dirinya hatinya
cinta,selamat tanggal  mas makasih jugaaa sabar terus sabar teruuuss sama akunya jangan capai  capai  sama saya selalu ingatkan  saya hal hal baik ya saya juga sayang kamuuu
takut,jadi takut buat nikahbuat punya anaktakut kalau  saya nikah saya tidak bisa bahagiain pasangantakut kalau  punya anak nanti saya banding bandingkan 
senang,username happy anniv bil wkwkwk langgeng terus sama radiiitt gila radit niat loh foto foto ucapan annivnyaa sampai dibantuin juga sama cewek  disini
cinta,dan saya jatuh cinta pada pandangan matanya
senang,username tidak usah terobsesi untuk punya pacar gapenting masih  taun juga santai ajaaaa dd kalau  kamu tidak mau tinggalkan  malah cowok yang lebih baik tidak ada yang bisa deketin kamu mba d
cinta,lucky me ada yang  sebegini kangen dan sayang sama uwe dirantauan memang tidak ada yang  bisa gantiin keluarga tapi bisa punya teman  rantauan yang  sayangnya kek kakak sendiri itu  rasanya tuhannn sayangg sangat  sama uwe nempatin orang baik disekeliling uwe
cinta,jika cinta hanya tentang sex berarti cinta itu murah cinta itu lebih besar lebih dalam dan lebih berharga dari sex cinta sejati itu tak ternilai harganya
cinta,seketika ku langsung jatuh cinta sama  mereka sudah sering dengar  lagunya di playlist tapi yaudahh b saja  giliran dengar  live tuh seenak itu dan crowd nya parah sangat  mereka sampai terharu ngeliatnya karena  ini pertama kali mereka ke ina dan hype sangat  freddy ampe i cinta kamu guys terus   
marah,di kasus via vallen ini saya kadang mikir mereka  penikmat dangdut koplo panturanan dan yang  smisal yang  biasa disuguhi biduan berpenampilan seronok dan goyangan maut mereka ada di pihak mana url
cinta,dan akhirnya saat papa melihatmu duduk dipanggung pelaminan bersama seorang lelaku yang dianggap pantas menggantikannya papa belum tersenyum bahagia
takut,eh nganu kalau kita ditelpon orang yang  mau nipu bisa tidak sih kita laporin polisi berdasarkan nomor telepon  dia kan tiap nomor sekarang sudah teregisterasi ya terus bakal ditindaklanjuti tidak ya maksudnya tuh biar orgnya ditangkap dan tidak makan korban
cinta,sudah waktunya memfokuskan niat kita serta dan meraih hati i cinta you sayangku dan mengizinkan getaran cinta itu untuk menghangatkan jiwa yang haus akan kasih dan sayang
cinta, im yoona cantik sekali  buset talented good personality kurang apa kesayanganqu pokoknya sudah cinta mati sangat  sama yoona url
senang,pantas emiss cari kemanamana ternyata disini ya selamat datang cantik bagaimana hariharinya setelah memilih jurusan semoga malamnya menyenangkan ya
senang,memang tak ada manusia yang  paling benar dalam tindak tanduknya tapi selalu ada manusia yang  mampu jadi benar setelah paham pernah salah dan tak selalu menyalahkan sana sini dengan  hawa nafsunya
senang,saya mau pencitraan ah kalau  ada orang yang  tanya  di grup angkatan akan  saya jawab meskipun saya gtau wkwkkw jadi tenang saja temund yang  males tanya  sesuatu digrup angkatan karena  takut dicuekin kalau misal tidak ada yang  jawab pasti saya jawab kok
sedih,setiap mau keluh  mau protes sama hidup and every problem in it jadi malu sendiri karena ternyata too many blessings yang kelewat buat disyukurin
takut,saya tidak suka ada ribut sama cewek  nanti pasti update di instagram quote yang  nyinggung satu gengnya ikut benci sama saya lah nyebar kemana mana lah ceritanya kalau  versi ekstrem nya nih sampai bisa nyindir kalau  lewat padahal saya cewek 
senang,fukudakobali masih menjadi ramen terbaik di lidah dan selera saya enak ramennya puas porsinya kenyang akhirnya 
senang,kenapa sih akhirakhir ini kata radikal lagi booming menurut saya radikalitas dalam berjuang itu perlu biar tidak roboh diterpa angin dan hanyut terbawa gelombang menjadi seperti pohon oak yang tumbuh melawan angin kokoh dan kuat seperti semen tiga roda recehkantwitter url
sedih,username username username demokrasi kita memang lagi mundur saat ini karena  kebebasan berekspresi terus menerus di pantau oleh penguasa
senang,ketemu teman  yang se manhaj dalam sastra dan bacaan itu rasanya kayak  temu  harta karun membicarakan  karakter plot dari rupa pengarang ngalor ngidul tanpa henti tapi suka
sedih,kalau  saya sih siapapun presidennya kalau  kualitas dirinya cuma bergantung sama kelompok atau orang tertentu ya pasti setiap saat akan buat event aksi aksi begitu  deh hehe url
takut,username malam  pak tadu  di sekitaran flyover tanjung barat arah ragunan ad segerombolan anak muda sepertinya mau sotr pak mohon di tindak pak terimakasih
cinta,saya tidak tahu kenapa  makin hari saya makin sayang sama kamu  saya makin takut kehilangan kamu  saya ingin terus bersama kamu  hingga akhir waktu ku 
takut,ketika saat ada seorang cowok mulai sering menelponmu atau bahkan datang kerumah untuk menemuimu papa akan memasang wajah paling cool sedunia papa sesekali menguping atau mengintip saat kamu sedang bicara  berdua diruang tamu
cinta,tidak  pernah sejatuh cinta mirip  gini sama orang berawal dari tokoh cerita di wattpad dengan penggambaran seseorang yang plek ketiplek sama dan itu makin buat saya jatuh cinta
marah,dia  emanga apa kya a tahu  masalaha sih sepele tapi bisa bikin saya ngedown
cinta,selamat siang sayang belum makan siang kah ini saya buatkan  makan siang dimakan ya sampai habis jangan dibuang capai  tahu masaknya
takut,idm gimana sih cara halusnya untuk  bilang ke teman bahwa dia itu toxic saya takut dia sakit hati kalau saya kasarin teenchoice choicefandom btsarmy username
sedih,kemarin sudah benar  giveup sama dasnut materisoal quiz hanya belajar quiz dan lainnya hanya sekedar baca dan tidak masuk otak sudah benar  hanya modal doapasrah sampai benar  pusing karena  flu juga pas dapat  soal dan tahu soalnya mau  nangis
senang,dak ayo lebaran ke bandung saja  tar di sana biaya makan sama akomodasi tidak usah mikir tar ikut saja  jika saja saya di izinkan saya sudah ikut ajakan ke bandung
cinta,wah saya mimpi kali yakedip berkalikali karena kaget letakin lengan di meja sambil numpu dagu sayang kok tidak bilang sih kamu bisa masak aigoo pacar saya keren 
takut,itulah kenapa tiap mau nulis inggris selalu cek dulu ke kamus tapi meskipun sudah dicek seringnya ku hapus lagi masih takut salah grammar
senang,setelah mandi dilanjutkan dengan makan pagi bagi wbs pstw bm ii jelambar untuk wbs total care makan pagi dibantu pjlp untuk menambah energi agar badan tetap segar sehat dan stamina terjaga
sedih,saat lebaran saya rindu sosok wanita yang  pandai sekali menyimpan rahasia ditatanya rapi rengginang crispy didalam kaleng tanggo yang  dikemas layaknya kado
senang,yakinlah ada sesuatu yang menantimu selepas banyak kesabaran yang kamu jalani yang akan membuatmu terpana hingga kamu lupa pedihnya rasa sakit  ali bin abi thalib
sedih,ketika lihat presiden sendiri saya merasa  mirip  wow cepat  ya sudah mau pilpres lagi padahal kayaknya doi baru kepilih ketika liat presiden us saya merasa  mirip  the world is running at a snail pace baru th doi ngejabat like wtf
takut,ini gimana sih ngerasanya kosong begitu  tombol ekspresi entah  dimana dkit lagi  kalau  ada yang  tiba temu  terus  kepencet kayaknya saya langsung meledak ini mah bahaya
cinta,walaupun kita jauh secara fisik kita tahu kita selalu bersama walaupun kita tidak mengatakan saya cinta kamu kita tahu kita mencintai satu sama lain walaupun kita tidak mengatakan kita satu kita tahu kita adalah satu
takut,pria ini seram juga ya selain ekspresinya seram tutur kata yang keluar juga sangat menohok ah baiklahbaiklah etto iie juvia hanya memastikan kalau tidak salah orang
sedih,kebanyakan cewek kriteria cari  pacar ingin yang  lucu padahal kalau  menurut cewek ganteng lucu jadi definisi lucu disini adalah ganteng kalian yang  jele dan qismin tolong pahami ini
marah,tadi saya lewat jalan yang aga ramai  orang jualan saya  liat ada yang  dagang baju dan baju itu tulisannya gantipresiden gila mesti tidak sih sampai kaya gitunya kadang saya  bingung ya sama  orang indonesia tidak pernah ada rasa bersyukurnya
marah,yang  suka makan sirip hiu tenggelamkan tidak bu username  masa ikan segede metromini cuma dimamam siripnya saja  makan bodynya juga dong
cinta,cintailah kekasihmu seperti dia mencintai mu dulu seperti dia mencintai dengan tulus seseorang akan setia pada pasangannya karena cinta suami yang begitu besar pada ibu dan kalian berdua
senang,ceritanya makan malam ini ala korea pas belanja bulanan eee temu  daging premium lagi diskon langsung deh di ambil nasi putih nori minyak wijen wijen aduk jadi  sapi lada hitam
marah,username eh seriusan dia tidak dijepang lagi  sudah abis kontrak atau gimana halah dia mah memang begitu  semua artis kpop disosor sama dia gila ya tidak sayang apa dia duitnya dihamburin buat hal tidak jelas bukannya ngatur cuma dia itu kelihatan  sangat  pamernya
takut,beli makeup sekali kalau  tidak cocok malah bikin beruntusan dan jerawatan terus pengobatan nya berharihari yagitu yang bikin pemilih sangat  sama  makeup  trauma saja  punya muka sensitif begini
sedih,resiko kerja sendirian tidak ada teman  single fighter bawa barang banyak harus bolakbalik tidak ada yang  megangin tangga tidak ada teman  bicara   but i like my job
cinta,melakukan hal yang sebenarnya  kamu tidak suka dengan happy hati karena kamu tahu itu bikin pasangan kamu bahagiaitu baru romantis
marah,hey kamuuhhh semoga kita  dijauhkan dari keputusan yang bodoh itu  selamat menjalankan ibadah puasa juga budiirrr
takut,ketika sudah pukul  kami sudah capai  dan ingin pulang karena sudah mulai ada rasa takut di hati kami masingmasing
cinta,jika sayang orang tua taati allah maka orang tua kita akan dihappyi allah disayang allah itulah sebenarbenar balasan kita pada orang tua jumatberkah
senang,sesuatu yang benar akan tetap benar meski sedikit yang mengamalkannya sesuatu yang salah akan tetap salah meski berbondongbondong orang mengamalkannya yaa muqollibal qulub tsabbit qolbi alaa diinik
cinta,haechan saya sayang kamu sayangku ke kamu tidak kebagi ini masalah pribadi tenang saja  sayangku ke kamu lebih besar daripada sukaku ke dia yang sudah kompre hari ini url
sedih,username masalahnya banyak sangat  sih yang  tidak mau belajar dari sejarah padahal sejarah dunia ya begitu  saja  muter disitu tapi saya lebih miris sama orang yang  masih menganggap saudi dan us adalah dua kubu yang  bersebrangan
sedih,ehhh lagi  dengerin lagu playlistnua di shuffle pertama kangendewa terus  kamucoboyjr kahitnamantan terindah jadinya kangen kamu mantan terindah hiyak
marah,username guru saya dulu juga ada yang  mirip gini nih malah sampai nyumpahin saya tidak dapat  kerja ya sudah lah mau balas  nanti malah dosa dia berkurang kan sayang eh
takut,username username bukannya kalau  puasa harus suci dan bersih kalau  misal dalam keadaan junub kita puasa berarti sama saja  diperbolehkan keluar sperma saat puasa donk benar  tidak
marah,username username tolong cek resi tidak nopesanan qrm barang belum dipickup tapi status sudah sampai dikirim driver wari hp sensitiveno tolong pickup ulang dan tindak driver yang  nakal terimakasih
sedih,souma sudah abis yowamushi sudah abis sekarang nontonin anime yang sudah lama didonlot tapi belum  ditonton sama sekali dek mega bosan  sama drama korea
takut,kamu tidak tahu kan ada ketakuan tersendiri ketika saya liat recent update line takut tbtb ada oramg baru yang  gantiin posisi saya di ava atau status kamu
sedih,kamu apa kabar sayang
senang,pembayaran upah pkt ds madurejo pasirian lumajang masy tersenyum bahagia padatkaryatunai  tppijatim tppilumajang username username url
marah,saran saya  kepada  dprri terbitkan kembali uu yang  mengatur tentang hukuman mati atau seumur hidup bagi yang  melakukan koruptor baik yang  nilai rupiahnya besar atau kecil disamakan supaya ada efek jera bagi koruptor dan tidak ada toleransinya
sedih,sebagai manusia yang punya phobia tempat sempit dan sesak liat penyelamatan anak anak yang terjebak di dalam saya  di thailand cuma  bisa berdoa merinding ingin nangis  bergidik liat medannya thaicaverescue
takut,username username hahahahah anjir sama saya waktu itu sempet takut muka saya penuh dengan rambut rambut halus yang  numbuh gara gara aloevera
cinta,ada yang  begitu gencarnya memotivasi karena  bukti cintanya seperti orangtua kepada  anak guru kepada  muridnya seorang kawan kepada  sahabatnya mereka mensupport karena  cinta tidak ingin melihat kita menyerah tapi motivasi intrinsik adalah yang  paling utama bentuk niat yang  menjadi penggerak
senang,namanya juga perasaan tidak bisa dibohongin karena biasanya yang bikin jatuh cinta dan yang bikin nyaman itu orangnya beda cewek  sama cowok  misalnya  selamat sore jangan lupa minum  minum yakult tiap hari url
cinta,tadi siangaku mimpi bang tomidi mimpi itu saya dan bang tomi kelihatan akrabbngtsampebang tomi ngerangkul pundak saya eratbngtapayaarti mimpi itu
marah,efek pemilu itu toksik sekalipun yang  toksik itu berhasil merubah diri jadi lebih religius tobattp ya tidak terus seenaknya paranoid penuh kebencian juga si
takut,kemudian mulai nyalahin diri sendiri mulai overthinking mulai ketakutan sendiri mulai cemas stress degdegan parno kena penyakit gitugitu saja  siklus saya
cinta,my boy is too handsome really cintaee him si gemeshhh tapi sekarang  bawel sangat  sih mana banyak  maunya tapi tetap  sayang sekaliii sudah sekoyaaah sudah pintar  sudah ngerti diajak bicara  hihi url
senang,ingat  tebak tebakan dulu budi ikan ikan apa yang bentuknya segitiga aisyah ikan sepat budi kurang tepat ayy aisyah terus  apa dong mendesak penasaran budi iiikancut luuu nb seketika hening  detik kemudian tertawa malu wkwkwkwk recehkantwitter
takut,askmf hai ada yang keterima um undip terus  pas regist online gbs login gini tidak teman  ku sudah pada  bisa login semua jadi takut
senang,muhammad ali lebih dari sekedar petinju ia muslim terbaik manusia terbaik di era modern teguh berprinsip namun lembut pada penggemar amp
takut, oleh paman nya kemarin namun tiba tiba ada seorang pria paruh baya datang menghampiri nya sambil membawa sebuah papan nama bertuliskan namanya ini mas jefry tanya nya dengan agak sedikit ragu karena sepertinya dia takut salah mengira orang 
marah,username yang  dipermasalahakan itu tentang  pengelolaan dana zakatnya dan itu juga sudah diingatkan gub seblm tentang  pengelolaan yang  mungkin  saja ada yang  tidak tepat url
cinta,oh tuhan ku cinta dia ku sayang dia rindu dia inginkan dia utuhkan lah rasa cinta dihatiku hanya padanya untuk dia hanya padanya untuk dia
